Nombre;Categoria;Vencimiento;Stock;Precio;Código
Harina tostada 500 g;harina y complementos;2022-07-16;50;356;256924178646
Harina de arroz 500 g;harina y complementos;2022-07-16;50;356;608642382043
Harina de fuerza 1 kg;harina y complementos;2022-07-16;50;5430;476577888469
Harina multipropósito sin gluten 500 g;harina y complementos;2022-07-16;50;1099;861443168470
Polenta doypack 250 g;harina y complementos;2022-07-16;50;286;714911807711
Harina de maíz 1 kg;harina y complementos;2022-07-16;50;1116;589959895263
Harina de Maíz blanca PAN 1 kg;harina y complementos;2022-07-16;50;816;875753806051
Sémola trigo candeal 250 g;harina y complementos;2022-07-16;50;276;349487708389
Levadura nutricional Manare 100 g;harina y complementos;2022-07-16;50;2163;377376635110
Harina de Maíz amarillo 1 kg;harina y complementos;2022-07-16;50;816;389792159979
Harina almendra 453 g;harina y complementos;2022-07-16;50;4333;990261762283
Harina almendra natural 453 g;harina y complementos;2022-07-16;50;4333;441103841517
Harina de fuerza 1 kg;harina y complementos;2022-07-16;50;942;762239588589
Mayonesa 789 g;aderezos y salsas;2022-07-16;50;4629;632186239215
Mayonesa regular doypack 930 g;aderezos y salsas;2022-07-16;50;3956;474063902960
Ketchup regular doypack 1000 g;aderezos y salsas;2022-07-16;50;1679;638506260721
Mayonesa 394 g;aderezos y salsas;2022-07-16;50;933;299308243184
Mayonesa 850 g;aderezos y salsas;2022-07-16;50;1259;822431717620
Mostaza 1 kg;aderezos y salsas;2022-07-16;50;596;431649421557
Ketchup 1 kg;aderezos y salsas;2022-07-16;50;739;671591610613
Ketchup regular doypack 500 g;aderezos y salsas;2022-07-16;50;1156;866061932788
Ketchup 397 g;aderezos y salsas;2022-07-16;50;1666;571009382653
Salsa de Soya 500 cc;aderezos y salsas;2022-07-16;50;823;370951534847
Ketchup regular doypack 1000 g;aderezos y salsas;2022-07-16;50;716;134056098048
Mostaza 900 g;aderezos y salsas;2022-07-16;50;519;680213707009
Mayonesa americana 895 g;aderezos y salsas;2022-07-16;50;1099;904899598594
Mayonesa Supreme Artesana 380 g;aderezos y salsas;2022-07-16;50;1776;353769765121
Mayonesa regular doypack 744 g;aderezos y salsas;2022-07-16;50;1973;214056515846
Salsa soya 500 ml;aderezos y salsas;2022-07-16;50;8288;356810922248
Mostaza 500 g;aderezos y salsas;2022-07-16;50;672;652187138314
Mostaza 240 g;aderezos y salsas;2022-07-16;50;296;915741219085
Mayonesa 350 g;aderezos y salsas;2022-07-16;50;766;327986305296
Ketchup 500 g;aderezos y salsas;2022-07-16;50;839;826087242003
Mayonesa Light Cuisine 950 g;aderezos y salsas;2022-07-16;50;1039;665386596635
Mayonesa Supreme regular 735 g;aderezos y salsas;2022-07-16;50;2726;742022986013
Mayonesa americana 447 g;aderezos y salsas;2022-07-16;50;733;732871203102
Mostaza regular doypack 250 g;aderezos y salsas;2022-07-16;50;329;799780632863
Mayonesa vegana original doypack 700 g;aderezos y salsas;2022-07-16;50;1133;170902354208
Mostaza regular botella 240 g;aderezos y salsas;2022-07-16;50;399;850923559201
Salsa de Soya 165 cc;aderezos y salsas;2022-07-16;50;539;589360511265
Mayonesa light doypack 760 g;aderezos y salsas;2022-07-16;50;2072;443148605732
Mostaza regular doypack 1000 g;aderezos y salsas;2022-07-16;50;4929;885571189031
Mayonesa Supreme regular 372 g;aderezos y salsas;2022-07-16;50;733;722106923306
Mostaza 240 g;aderezos y salsas;2022-07-16;50;309;426674501931
Mayonesa Supreme Artesana 315 g;aderezos y salsas;2022-07-16;50;1706;939657197870
Mayonesa regular 760 g;aderezos y salsas;2022-07-16;50;1619;394949916976
Mayonesa vegana doypack 670 g;aderezos y salsas;2022-07-16;50;1876;228129626416
Ketchup 240 g;aderezos y salsas;2022-07-16;50;356;470662732083
Salsa BBQ original 510 g;aderezos y salsas;2022-07-16;50;5107;254946842933
Ketchup regular doypack 500 g;aderezos y salsas;2022-07-16;50;443;556679805238
Mostaza 240 g;aderezos y salsas;2022-07-16;50;199;564949440823
Mayonesa Supreme clásica 380 g;aderezos y salsas;2022-07-16;50;1776;395119581494
Ketchup 567 g;aderezos y salsas;2022-07-16;50;833;841477830970
Mostaza regular doypack 250 g;aderezos y salsas;2022-07-16;50;349;897860819261
Salsa Barbecue 280 g;aderezos y salsas;2022-07-16;50;619;688296925501
Mostaza Pinchwaist 227 g;aderezos y salsas;2022-07-16;50;433;556289628483
Mostaza Yellow 397 g;aderezos y salsas;2022-07-16;50;599;931075512649
Ají Pebre 240 g;aderezos y salsas;2022-07-16;50;299;128302250314
Mayonesa regular doypack 700 g;aderezos y salsas;2022-07-16;50;929;163049003337
Mayonesa Supreme Artesana 735 g;aderezos y salsas;2022-07-16;50;2726;575312419149
Mostaza 226 g;aderezos y salsas;2022-07-16;50;1602;817789098321
Aderezo Squeeze Original 350 g;aderezos y salsas;2022-07-16;50;1529;572866345300
Ají pebre botella 240 g;aderezos y salsas;2022-07-16;50;419;858456897877
Ketchup 397 g;aderezos y salsas;2022-07-16;50;1528;503016741204
Ketchup Máxima 240 g;aderezos y salsas;2022-07-16;50;243;636639582551
Ají crema Chile 900 g;aderezos y salsas;2022-07-16;50;533;691562953050
Ketchup 567 g;aderezos y salsas;2022-07-16;50;1173;444090743131
Mayonesa light sachet 93 g;aderezos y salsas;2022-07-16;50;303;166242105692
Ají chileno botella 240 g;aderezos y salsas;2022-07-16;50;419;430631901533
Salsa de Soya light 500 cc;aderezos y salsas;2022-07-16;50;949;270265907546
Aderezo Squeeze Garlic 350 g;aderezos y salsas;2022-07-16;50;1529;181911689567
Aliño César Gourmet Envase 250 g;aderezos y salsas;2022-07-16;50;589;320376559967
Ketchup regular doypack 100 g;aderezos y salsas;2022-07-16;50;226;793167657313
Mostaza doypack 1 kg;aderezos y salsas;2022-07-16;50;326;118206511458
Ají Chileno 240 g;aderezos y salsas;2022-07-16;50;299;622159640925
Ketchup light doypack 500 g;aderezos y salsas;2022-07-16;50;619;954471758180
Ketchup sin azúcar 350 g;aderezos y salsas;2022-07-16;50;983;247306418533
Ketchup regular doypack 240 g;aderezos y salsas;2022-07-16;50;426;321602083173
Mayonesa Supreme light 380 g;aderezos y salsas;2022-07-16;50;1776;414925601128
Salsa para Sandwich Kühne 250 g;aderezos y salsas;2022-07-16;50;833;668548479336
Ají salsa Máxima 1 kg;aderezos y salsas;2022-07-16;50;399;671188687211
Aliño Ajo Ciboulette Gourmet Envase 250 g;aderezos y salsas;2022-07-16;50;586;152465381736
Mayonesa 500 g;aderezos y salsas;2022-07-16;50;1273;471907866984
Salsa de ajo 100 g;aderezos y salsas;2022-07-16;50;226;194883549550
Mayonesa sabor palta frasco 312 g;aderezos y salsas;2022-07-16;50;849;498850535792
Mayonesa Low Fat Original doypack 700 g;aderezos y salsas;2022-07-16;50;1133;743707769200
Mostaza regular doypack 100 g;aderezos y salsas;2022-07-16;50;223;464955742578
Mostaza Stoneground 340 g;aderezos y salsas;2022-07-16;50;666;887360674161
Ají chileno en crema botella 240 g;aderezos y salsas;2022-07-16;50;356;836340218229
Salsa de Soya Light Bridge Pearl River 150 cc;aderezos y salsas;2022-07-16;50;589;106310916469
Mostaza 350 g;aderezos y salsas;2022-07-16;50;647;909929781623
Mostaza Dijon 340 g;aderezos y salsas;2022-07-16;50;666;387923212667
Salsa de Soya light 165 cc;aderezos y salsas;2022-07-16;50;573;520720062845
Salsa picante tabasco botella 60 ml;aderezos y salsas;2022-07-16;50;1213;594969041280
Salsa BBQ honey 510 g;aderezos y salsas;2022-07-16;50;833;473361889664
Ketchup regular doypack 250 g;aderezos y salsas;2022-07-16;50;493;298855332227
Salsa de Ají Chipotle La Costeña 145 grs.;aderezos y salsas;2022-07-16;50;613;135889639812
Mayonesa sabor ajo 372 g;aderezos y salsas;2022-07-16;50;639;717416225156
Ají Pebre Gourmet Frasco 170 grs.;aderezos y salsas;2022-07-16;50;459;692016904582
Aliño Yoghurt Eneldo Gourmet Envase 250 g.;aderezos y salsas;2022-07-16;50;563;642287958407
Ají Merken Don Juan Extracto. 100grs.;aderezos y salsas;2022-07-16;50;499;852746574216
Extracto de ají chileno frasco 100 g;aderezos y salsas;2022-07-16;50;433;657435277705
Crema Huancaína 450 g;aderezos y salsas;2022-07-16;50;1586;824485894539
Ají merken 240 g;aderezos y salsas;2022-07-16;50;353;152315042189
Sazonador ají chipotle 30 g;aderezos y salsas;2022-07-16;50;383;804739111316
Ketchup 397 g;aderezos y salsas;2022-07-16;50;933;153742858647
Mostaza suave vintage 450 g;aderezos y salsas;2022-07-16;50;1466;490541578655
Salsa bloody mary Tabasco 946 ml;aderezos y salsas;2022-07-16;50;2439;843108735392
Ají en crema 350 g;aderezos y salsas;2022-07-16;50;659;513212488097
Salsa Mexicana Casera La Costeña 250 grs.;aderezos y salsas;2022-07-16;50;683;583279688098
Salsa BBQ original 510 g;aderezos y salsas;2022-07-16;50;1066;933790497188
Salsa BBQ hickory 510 g;aderezos y salsas;2022-07-16;50;833;552620030373
Ají pebre en crema botella 240 g;aderezos y salsas;2022-07-16;50;353;653449370022
Mostaza fuerte vintage 450 g;aderezos y salsas;2022-07-16;50;1466;477860059560
Mostaza Spicy Brown 340 g;aderezos y salsas;2022-07-16;50;666;651070364072
Mostaza Horserad 340 g;aderezos y salsas;2022-07-16;50;666;291219831210
Salsa BBQ hickory 510 g;aderezos y salsas;2022-07-16;50;1066;230057728428
Salsa ají Máxima 240 g;aderezos y salsas;2022-07-16;50;293;210269247917
Ají pebre 450 g;aderezos y salsas;2022-07-16;50;1466;360816531885
Ketchup 350 g;aderezos y salsas;2022-07-16;50;887;918460619181
Ají en crema vintage 450 g;aderezos y salsas;2022-07-16;50;1442;368141523376
Mostaza de Dijón Bornier 370 g;aderezos y salsas;2022-07-16;50;1653;875882609073
Ketchup vintage 450 g;aderezos y salsas;2022-07-16;50;1689;108714031538
Salsa Picante Tabasco Botella 150 cc;aderezos y salsas;2022-07-16;50;2316;616367815095
Uchucuta 400 g;aderezos y salsas;2022-07-16;50;1573;831995427256
Salsa Verde de Habanero La Costeña 150 grs.;aderezos y salsas;2022-07-16;50;613;100390140344
Salsa Taquera La Costeña 250 grs.;aderezos y salsas;2022-07-16;50;683;534639958458
Pack complepack 480 g;aderezos y salsas;2022-07-16;50;616;540669245884
Pasta de ají con oliva y ajo 145 g;aderezos y salsas;2022-07-16;50;796;899805198782
Salsa de soya 591 ml;aderezos y salsas;2022-07-16;50;2606;729995401665
Ají pebre doypack 500 g;aderezos y salsas;2022-07-16;50;713;296401140165
Pack sopaipack 480 g;aderezos y salsas;2022-07-16;50;616;814151662023
Salsa Wasabi 262 ml;aderezos y salsas;2022-07-16;50;2546;104600320457
Salsa arriera La Costeña 250 g;aderezos y salsas;2022-07-16;50;683;438514235849
Ketchup 190 g;aderezos y salsas;2022-07-16;50;366;644134042059
Pasta ají criolla ahumada 145 g;aderezos y salsas;2022-07-16;50;796;772162263500
Chimichurri 250 g;aderezos y salsas;2022-07-16;50;1039;921941653966
Aderezo vegano original low fat 350 g;aderezos y salsas;2022-07-16;50;1499;717243865554
Salsa ají toro diablo 100 g;aderezos y salsas;2022-07-16;50;796;455274887636
Salsa de soya con dispensador 148 ml;aderezos y salsas;2022-07-16;50;1389;403629939157
Salsa Verde Tabasco Frasco 60 cc;aderezos y salsas;2022-07-16;50;1213;605546830294
Salsa Roja de Habanero La Costeña 150 grs.;aderezos y salsas;2022-07-16;50;613;936281242073
Adobo chileno 250 g;aderezos y salsas;2022-07-16;50;1039;961943583193
Mayonesa de soya ajo Eggless 352 g;aderezos y salsas;2022-07-16;50;923;633797900762
Ketchup tamaño grande 1.8 kg;aderezos y salsas;2022-07-16;50;1666;610214730207
Salsa de tomate natural 200 g;pastas y salsas;2022-07-16;50;96;206682855904
Spaghetti N° 5 Máxima 400 g;pastas y salsas;2022-07-16;50;5711;553915660767
Salsa de tomate italiana 200 g;pastas y salsas;2022-07-16;50;4592;980979317219
Spaghetti N°5 al huevo 400 g;pastas y salsas;2022-07-16;50;572;947214612966
Spaghetti N°5 400 g;pastas y salsas;2022-07-16;50;306;650639161833
Pack 3 un. spaghetti n5 400 g + salsa italiana 200 g;pastas y salsas;2022-07-16;50;919;142969715178
Spaghetti N° 5 bolsa 400 g;pastas y salsas;2022-07-16;50;606;308736244203
Espirales Máxima 400 g;pastas y salsas;2022-07-16;50;9116;377467541995
Tallarines N° 87 bolsa 400 g;pastas y salsas;2022-07-16;50;606;873186957801
Salsa de Tomates italiana pack 6 un.;pastas y salsas;2022-07-16;50;849;451219487214
Salsa de tomate italiana 6 un. 200 g;pastas y salsas;2022-07-16;50;933;283755411961
Fideos mostaccioli 400 g;pastas y salsas;2022-07-16;50;306;755076520445
Espirales al huevo 400 g;pastas y salsas;2022-07-16;50;572;249550428670
Salsa de Tomate Maggi Tuco con Carne 245g;pastas y salsas;2022-07-16;50;449;393999202816
Espirales 400 g;pastas y salsas;2022-07-16;50;606;198829316609
Tallarín N°77 Máxima 400 g;pastas y salsas;2022-07-16;50;146;905237895680
Fideos para sopa mariposas 250 g;pastas y salsas;2022-07-16;50;229;799572105734
Spaghetti N°5 Tr3s 400 g;pastas y salsas;2022-07-16;50;559;823839496710
Salsa de tomate italiana 200 g;pastas y salsas;2022-07-16;50;159;249334372870
Salsa de Tomate Maggi Tuco con Carne Pack 980g;pastas y salsas;2022-07-16;50;1854;511209552395
Espirales 400 g;pastas y salsas;2022-07-16;50;306;169965206028
Cabellos de ángel 400 g;pastas y salsas;2022-07-16;50;606;597822339599
Tallarines N° 87 espinaca 400 g;pastas y salsas;2022-07-16;50;306;786407643668
Espirales Tr3s 400 g;pastas y salsas;2022-07-16;50;559;552532859413
Lasaña precocida 360 g;pastas y salsas;2022-07-16;50;499;961129314837
Cabellos de ángel vitaminiza 400 g;pastas y salsas;2022-07-16;50;233;288532593176
Ravioli carne 400 g;pastas y salsas;2022-07-16;50;639;736495368729
Fideos para sopa granizo 250 g;pastas y salsas;2022-07-16;50;229;727366564376
Spaghetti N°5 integrales 400 g;pastas y salsas;2022-07-16;50;559;853162596894
Fideos para sopa Dedalitos 250 g;pastas y salsas;2022-07-16;50;229;753970870815
Spaghetti N 5 Vivo Bolsa 350 g;pastas y salsas;2022-07-16;50;293;107385059871
Salsa de Tomate Pomarola natural doypack 200 g;pastas y salsas;2022-07-16;50;223;871615896096
Corbatas vitaminizadas 400 g;pastas y salsas;2022-07-16;50;2763;122363230756
Corbatas 400 g;pastas y salsas;2022-07-16;50;606;338874694181
Spaghetti N°5 integral 400 g;pastas y salsas;2022-07-16;50;333;708381334054
Caracoquesos caja 296 g;pastas y salsas;2022-07-16;50;483;122268768808
Salsa de Tomate Toscana a la bolognesa doypack 200 g;pastas y salsas;2022-07-16;50;256;470761167400
Spaghetti N°5 tricolorri tomate clásica y espinacas 400 g;pastas y salsas;2022-07-16;50;306;724714215981
Corbatas 400 g;pastas y salsas;2022-07-16;50;306;751031892526
Canutos vitaminizados 400 g;pastas y salsas;2022-07-16;50;233;810904197679
Fideos caracolitos 250 g;pastas y salsas;2022-07-16;50;209;942660418095
Espirales integrales 400 g;pastas y salsas;2022-07-16;50;559;307792681526
Canutos 400 g;pastas y salsas;2022-07-16;50;306;636264200758
Salsa de Tomates Mamma Mia boloñesa doypack 200 g;pastas y salsas;2022-07-16;50;226;779690424890
Spaghetti N° 3 bolsa 400 g;pastas y salsas;2022-07-16;50;606;804589468221
Lasaña precocida 360 g;pastas y salsas;2022-07-16;50;469;429064370754
Corbata Tr3s 400 g;pastas y salsas;2022-07-16;50;559;955176172100
Salsa de Tomate Maggi Tuco Sabor Albahaca 245g;pastas y salsas;2022-07-16;50;449;535429454406
Fideos mariposas 250 g;pastas y salsas;2022-07-16;50;209;956234037831
Espirales Vivo Envase 350 g;pastas y salsas;2022-07-16;50;293;326384949835
Pasta Mix Rigati tomate clásica y espinaca 400 g;pastas y salsas;2022-07-16;50;306;161603992141
Espirales integrales 400 g;pastas y salsas;2022-07-16;50;349;418865355342
Salsa de Tomates natural doypack 200 g;pastas y salsas;2022-07-16;50;189;774936009294
Corbatitas bolsa 400 g;pastas y salsas;2022-07-16;50;606;207998147151
Lasaña precocida 200 g;pastas y salsas;2022-07-16;50;293;824688212559
Fettuccini N° 88 bolsa 400 g;pastas y salsas;2022-07-16;50;606;608928094796
Cabellos de ángel 400 g;pastas y salsas;2022-07-16;50;306;828178971222
Mostaccioli 400 g;pastas y salsas;2022-07-16;50;606;773469076056
Salsa de Tomate Maggi Tuco con Pollo 245g;pastas y salsas;2022-07-16;50;449;285104970329
Capellini bolsa 400 g;pastas y salsas;2022-07-16;50;606;271822764635
Spaghetti Vivo sin gluten 250 g;pastas y salsas;2022-07-16;50;639;618391517788
Salsa de tomate italiana 200 g;pastas y salsas;2022-07-16;50;196;268762274398
Quífaros bolsa 400 g;pastas y salsas;2022-07-16;50;606;228051925600
Salsa de Tomates a la albahaca 200 g;pastas y salsas;2022-07-16;50;189;860340484705
Nidos de fetuccini al huevo 400 g;pastas y salsas;2022-07-16;50;486;730117757538
Puré de tomate 400 g;pastas y salsas;2022-07-16;50;566;373994478178
Cabellitos de ángel 400 g;pastas y salsas;2022-07-16;50;572;473941604962
Puré de tomate Passata 700 g;pastas y salsas;2022-07-16;50;799;862859000420
Lasagna tradicional caja 400 g;pastas y salsas;2022-07-16;50;733;810553784939
Salsa de Tomate Toscana trocitos de aceituna y aceite de oliva doypack 200 g;pastas y salsas;2022-07-16;50;249;338354174572
Tallarín N°77 400 g;pastas y salsas;2022-07-16;50;306;949547989617
Caracoles bolsa 400 g;pastas y salsas;2022-07-16;50;606;289372969586
Pasta para uno caracoqueso 70 g;pastas y salsas;2022-07-16;50;346;568537930355
Salsa de Tomates Mamma Mia napolitana doypack 200 g;pastas y salsas;2022-07-16;50;226;522361485940
Rigatoni 400 g;pastas y salsas;2022-07-16;50;606;430529501813
Caracoles 400 g;pastas y salsas;2022-07-16;50;306;782675122804
Salsa de tomate Pomarola natural 213 g;pastas y salsas;2022-07-16;50;209;484162755191
Corbatas tricolor 400 g;pastas y salsas;2022-07-16;50;5624;729914661497
Salsa italiana sachet 200 g;pastas y salsas;2022-07-16;50;206;299755321978
Macaroni & cheese 296 g;pastas y salsas;2022-07-16;50;453;508052986492
Salsa de tomate Pomarola italiana 213 g;pastas y salsas;2022-07-16;50;209;490546428543
Salsa de Tomate Toscana al pesto doypack 200 g;pastas y salsas;2022-07-16;50;256;404439358081
Ravioli ricotta espinaca 400 g;pastas y salsas;2022-07-16;50;689;126365137544
Salsa de Tomates Italia doypack 200 g;pastas y salsas;2022-07-16;50;189;341364685452
Corbatitas 400 g;pastas y salsas;2022-07-16;50;306;910050269842
Mascarroni bolsa 400 g;pastas y salsas;2022-07-16;50;606;507392998035
Fusilli tricolori 400 g;pastas y salsas;2022-07-16;50;339;979455646357
Tallarín N°78 400 g;pastas y salsas;2022-07-16;50;306;780748085909
Macaroni & Cheese 206 g;pastas y salsas;2022-07-16;50;399;623394855575
Cabellitos 400 g;pastas y salsas;2022-07-16;50;306;624919935640
Salsa de Tomate Toscana arrabiata doypack 200 g;pastas y salsas;2022-07-16;50;249;647788108439
Tortellini queso bolsa 400 g;pastas y salsas;2022-07-16;50;623;625139112603
Salsa roja champiñón 680 g;pastas y salsas;2022-07-16;50;1366;630150363805
Salsa Bechamel lista 200 g;pastas y salsas;2022-07-16;50;343;698053163678
Salsa ajo 680 g;pastas y salsas;2022-07-16;50;1366;768872364702
Pasta fetuccine 500 g;pastas y salsas;2022-07-16;50;533;863899359904
Canelones 250 g;pastas y salsas;2022-07-16;50;593;627030088354
Salsa de tomate para pizza Mutti 400 g;pastas y salsas;2022-07-16;50;599;772624489123
Pasta arroz y maíz spirals Orgran 250 g;pastas y salsas;2022-07-16;50;633;962024315556
Pack 4 un. Pure tomate passata pomodoro 400 g;pastas y salsas;2022-07-16;50;1998;240063216294
Pasta penne 500 g;pastas y salsas;2022-07-16;50;533;407444019879
Pasta arroz y maíz penne Orgran 250 g;pastas y salsas;2022-07-16;50;633;443088943785
Pasta fusilli 500 g;pastas y salsas;2022-07-16;50;533;707610049195
Salsa blanca con champiñones lista 200 g;pastas y salsas;2022-07-16;50;426;557357267635
Farfalle 90 Vivo 350 g;pastas y salsas;2022-07-16;50;293;239697803955
Salsa bolognesa lista 200 g;pastas y salsas;2022-07-16;50;426;323529456312
Espirales bolsa 1 kg;pastas y salsas;2022-07-16;50;863;956537969336
Pasta capellini La Molisana 500 g;pastas y salsas;2022-07-16;50;533;154812242616
Salsa de Tomates 50% sodio 200 g;pastas y salsas;2022-07-16;50;189;402810804924
Fusilli sin gluten 400 g;pastas y salsas;2022-07-16;50;933;629538585276
Spaghetti N° 5 bolsa 1 kg;pastas y salsas;2022-07-16;50;863;253066754751
Tallarines N° 87 bolsa 1 kg;pastas y salsas;2022-07-16;50;863;744213142208
Gnocchi de papa 500 g;pastas y salsas;2022-07-16;50;853;673184619202
Pesto fresco Gourmet 190 g;pastas y salsas;2022-07-16;50;1026;302322612929
Corbatas bolsa 1 kg;pastas y salsas;2022-07-16;50;863;813169703618
Nidos de Fettuccini Trattoria 400 g;pastas y salsas;2022-07-16;50;573;532504107717
Lasaña precocida 360 g;pastas y salsas;2022-07-16;50;516;958943132359
Salsa Passata 680 g;pastas y salsas;2022-07-16;50;1382;314736949960
Arroz grado 1 largo delgado 1 kg;arroz y legumbres;2022-07-16;50;6066;527941819080
Arroz grado 1 grano largo y ancho 1 kg;arroz y legumbres;2022-07-16;50;566;461585726155
Arroz grado 2 grano largo y ancho 1 kg;arroz y legumbres;2022-07-16;50;3193;782331280076
Arroz grado 2 blue grano largo y delgado 1 kg;arroz y legumbres;2022-07-16;50;353;185543449291
Arroz grado 1 grano largo y ancho 1 kg;arroz y legumbres;2022-07-16;50;10218;321597283020
Arroz grado 1 gran selección grano largo y ancho 1 kg;arroz y legumbres;2022-07-16;50;493;204181633743
Arroz grado 2 gran selección grano largo y ancho 1 kg;arroz y legumbres;2022-07-16;50;862;169562528463
Lentejas 6mm Máxima 1 kg;arroz y legumbres;2022-07-16;50;479;389645163217
Arroz grado 1 pregraneado grano largo 1 kg;arroz y legumbres;2022-07-16;50;459;575869123279
Poroto español 1 kg;arroz y legumbres;2022-07-16;50;766;404623407827
Arroz grado 1 Premium grano largo y ancho 1 kg;arroz y legumbres;2022-07-16;50;526;999682775764
Arroz integral grado 1 largo y ancho 1 kg;arroz y legumbres;2022-07-16;50;433;977789614805
Garbanzos sin piel Máxima 1 kg;arroz y legumbres;2022-07-16;50;559;620295428818
Lentejas 4 mm 1 kg;arroz y legumbres;2022-07-16;50;766;686329879249
Lentejas 6 mm 1 kg;arroz y legumbres;2022-07-16;50;833;448598342360
Quinoa 250 g;arroz y legumbres;2022-07-16;50;663;711121476318
Proteína de soya Gourmet bolsa 300 g;arroz y legumbres;2022-07-16;50;549;600084216545
Arvejas verdes partidas 1 kg;arroz y legumbres;2022-07-16;50;566;103022779108
Cuscús doypack 250 g;arroz y legumbres;2022-07-16;50;549;303622134502
Porotos tórtola 1 kg;arroz y legumbres;2022-07-16;50;1083;830008990439
Porotos blancos 1 kg;arroz y legumbres;2022-07-16;50;933;715669535465
Arroz grado 2 Premium grano largo y ancho 1 kg;arroz y legumbres;2022-07-16;50;493;258149481194
Garbanzos pelados 1 kg;arroz y legumbres;2022-07-16;50;923;606423718634
Arroz pregraneado 1 kg;arroz y legumbres;2022-07-16;50;393;600498633455
Quinoa tricolor 250 g;arroz y legumbres;2022-07-16;50;663;200514124527
Lentejas 6 mm bolsa 1 kg;arroz y legumbres;2022-07-16;50;763;652431612664
Arroz pregraneado grado 1 de 1 kg;arroz y legumbres;2022-07-16;50;496;886450535161
Arroz grado 1 de 1 kg;arroz y legumbres;2022-07-16;50;496;773783886588
Arroz grado 1 grano largo ancho 2 kg;arroz y legumbres;2022-07-16;50;1053;646636985085
Porotos negros bolsa 1 kg;arroz y legumbres;2022-07-16;50;619;392140733182
Lentejas bolsa 4 mm 1 kg;arroz y legumbres;2022-07-16;50;866;747559574273
Garbanzos medianos sin piel 1 kg;arroz y legumbres;2022-07-16;50;1033;307849222913
Cous cous 250 g;arroz y legumbres;2022-07-16;50;393;837085715202
Quinoa tricolor 250 g;arroz y legumbres;2022-07-16;50;739;313769163521
Arroz grado 1 integral 1 kg;arroz y legumbres;2022-07-16;50;593;780371081991
Arvejas verdes bolsa 500 g;arroz y legumbres;2022-07-16;50;709;752135863050
Arroz integral grado 1 de 1 kg;arroz y legumbres;2022-07-16;50;496;833856723724
Lentejas bolsa 6 mm 1 kg;arroz y legumbres;2022-07-16;50;899;700183395086
Arroz especial Miraflores paella 175 g;arroz y legumbres;2022-07-16;50;256;169379846931
Arroz grado 2 grano largo y ancho 1 kg;arroz y legumbres;2022-07-16;50;566;867806010132
Arroz grado 2 grano largo y ancho graneado 1 kg;arroz y legumbres;2022-07-16;50;459;661918923547
Lentejas 5 mm bolsa 1 kg;arroz y legumbres;2022-07-16;50;823;887040686876
Porotos Blancos Martini Bolsa 500 g;arroz y legumbres;2022-07-16;50;706;888398617372
Arroz grado 1 grano largo delgado 1 kg;arroz y legumbres;2022-07-16;50;353;509567531810
Arroz grado 2 de 1 kg;arroz y legumbres;2022-07-16;50;449;471921204003
Quínoa 250 g;arroz y legumbres;2022-07-16;50;706;743749180195
Arroz Basmati grano largo y delgado 400 g;arroz y legumbres;2022-07-16;50;643;294254279460
Trigo mote 1 kg;arroz y legumbres;2022-07-16;50;823;894679259943
Porotos negros 1 kg;arroz y legumbres;2022-07-16;50;583;572010330922
Porotos hallados 1 kg;arroz y legumbres;2022-07-16;50;1073;904613944107
Garbanzos pelados 1 kg;arroz y legumbres;2022-07-16;50;933;963624082220
Lentejas 5 mm 1 kg;arroz y legumbres;2022-07-16;50;913;969376054062
Arroz Risotto Carnaroli 400 g;arroz y legumbres;2022-07-16;50;533;200903457582
Linaza Mi Tierra Bolsa 200 grs.;arroz y legumbres;2022-07-16;50;473;989614439219
Arroz risotto italiano Tucapel 1 kg;arroz y legumbres;2022-07-16;50;1066;787096214328
Arroz Paella grano corto 400 g;arroz y legumbres;2022-07-16;50;413;249237732153
Lentejas bolsa 5 mm 1 kg;arroz y legumbres;2022-07-16;50;883;317630790459
Chuchoca Martini 500 g;arroz y legumbres;2022-07-16;50;473;741771246396
Sésamo Tostado Mi Tierra Bolsa 100 g;arroz y legumbres;2022-07-16;50;523;516181900093
Arvejas verdes 1 kg;arroz y legumbres;2022-07-16;50;653;193281153854
Porotos negros bolsa 1 kg;arroz y legumbres;2022-07-16;50;796;791056489279
Cereal de arroz sabor berries Orgran 300 g;arroz y legumbres;2022-07-16;50;1166;191973940033
Semillas de girasol 125 g;arroz y legumbres;2022-07-16;50;586;796021316420
Trigo Mote Martini 500 g;arroz y legumbres;2022-07-16;50;426;106899061576
Arvejas partidas 1 kg;arroz y legumbres;2022-07-16;50;633;683450751819
Polenta Italina Martini 500 g;arroz y legumbres;2022-07-16;50;373;702388157259
Arroz grado 1 grano largo pregraneado 1 kg;arroz y legumbres;2022-07-16;50;463;988907002699
Cereal hojuelas de quinoa Orgran 350 g;arroz y legumbres;2022-07-16;50;1299;333822778190
Semillas de Amapola La Fuente Natural Bolsa 125 g;arroz y legumbres;2022-07-16;50;869;870317554510
Arroz grado 1 largo delgado 1 kg;arroz y legumbres;2022-07-16;50;7171;398291106643
Arroz grado 1 grano largo y ancho 1 kg;arroz y legumbres;2022-07-16;50;566;695384054623
Arroz grado 2 grano largo y ancho 1 kg;arroz y legumbres;2022-07-16;50;9747;958359640929
Arroz grado 2 blue grano largo y delgado 1 kg;arroz y legumbres;2022-07-16;50;353;858732772193
